,,,,,,,,,,,,,,,
MARKA,Ürün Adı,BARKOD-1,REFERANS-1,BARKOD-2,REFERANS-2,BARKOD-3,REFERANS-3,BARKOD-4,REFERANS-4,BARKOD-5,REFERANS-5,BARKOD-6,REFERANS-6,UNIQ KOD,UNIQ ÜRÜN ADI
DIOR,FOREVER LUMINIZER SILKY 01 NUDE,3348901748049,E000000094,,,,,,,,,,, DIOR00003467,FOREVER LUMINIZER SILKY 01 NUDE
DIOR,FOREVER LUMINIZER SILKY 02 GOLD,3348901748056,E000000095,,,,,,,,,,, DIOR00003468,FOREVER LUMINIZER SILKY 02 GOLD
DIOR,FOREVER LUMINIZER CHROM 04 PINK STROB,3348901748063,E000000096,,,,,,,,,,, DIOR00003469,FOREVER LUMINIZER CHROM 04 PINK STROB
DIOR,FOREVER LUMINIZER SEQUIN 06 WHITE,3348901748025,E000000092,,,,,,,,,,, DIOR00003470,FOREVER LUMINIZER SEQUIN 06 WHITE
DIOR,FOREVER LUMINIZER SILKY 03 PINK,3348901748018,E000000091,,,,,,,,,,, DIOR00003471,FOREVER LUMINIZER SILKY 03 PINK
DIOR,FOREVER BLUSH SOFT FILTER,,,,,,,,,,,,,,
DIOR,FRV BLUSH SOFT FILTER 02 INT25,3348901762434,E000000435,,,,,,,,,,,,
DIOR,FRV BLUSH SOFT FILTER 03 INT25,3348901762533,E000000439,,,,,,,,,,,,
DIOR,FRV BLUSH SOFT FILTER 01 INT25,3348901762656,E000000443,,,,,,,,,,,,
DIOR,FRV BLUSH SOFT FILTER 05 INT25,3348901762670,E000000444,,,,,,,,,,,,
DIOR,FRV BLUSH SOFT FILTER 04 INT25,3348901762489,E000000438,,,,,,,,,,,,
DIOR,FRV BLUSH SOFT FILTER 10 INT25,3348901766029,E000000495,,,,,,,,,,,,
DIOR,ROUGE BLUSH,,,,,,,,,,,,,,
DIOR,ROUGE BLUSH SATIN 505 INT23,3348901607933,C029500505,,,,,,,,,,, DIOR00003112,ROUGE BLUSH SATIN 505 INT23
DIOR,ROUGE BLUSH SHIMMER 314 INT23,3348901607988,C029600314,,,,,,,,,,, DIOR00003113,ROUGE BLUSH SHIMMER 314 INT23
DIOR,ROUGE BLUSH HOLO 601 ,3348901607391,C029700601,,,,,,,,,,, DIOR00002850,ROUGE BLUSH HOLO 601 
DIOR,ROUGE BLUSH MATTE 100 ,3348901607339,C029400100,,,,,,,,,,, DIOR00002851,ROUGE BLUSH MATTE 100 
DIOR,ROUGE BLUSH MATTE 475 ,3348901607896,C029400475,,,,,,,,,,, DIOR00002852,ROUGE BLUSH MATTE 475 
DIOR,ROUGE BLUSH MATTE 962 ,3348901613453,C029400962,,,,,,,,,,, DIOR00002853,ROUGE BLUSH MATTE 962 
DIOR,ROUGE BLUSH SATIN 028 ,3348901607353,C029500028,,,,,,,,,,, DIOR00002854,ROUGE BLUSH SATIN 028 
DIOR,ROUGE BLUSH SATIN 643 ,3348901607940,C029500643,,,,,,,,,,, DIOR00002855,ROUGE BLUSH SATIN 643 
DIOR,ROUGE BLUSH SATIN 959 ,3348901607957,C029500959,,,,,,,,,,, DIOR00002856,ROUGE BLUSH SATIN 959 
DIOR,ROUGE BLUSH SATIN 999 ,3348901608138,C029500999,,,,,,,,,,, DIOR00002857,ROUGE BLUSH SATIN 999 
DIOR,ROUGE BLUSH SHIMMER 219 ,3348901607377,C029600219,,,,,,,,,,, DIOR00002858,ROUGE BLUSH SHIMMER 219 
DIOR,ROUGE BLUSH SHIMMER 720 ,3348901608015,C029600720,,,,,,,,,,, DIOR00002859,ROUGE BLUSH SHIMMER 720 
DIOR,ROUGE BLUSH COLORGLOW,,,,,,,,,,,,,,
DIOR,RGE BLUSH BG PALETTES 757 INT24,3348901729338,C045900757,,,,,,,,,,, DIOR00003114,RGE BLUSH BG PALETTES 757 INT24
DIOR,RGE BLUSH COLORGLOW PAL 100 INT24,3348901729352,C046000100,,,,,,,,,,, DIOR00003115,RGE BLUSH COLORGLOW PAL 100 INT24
DIOR,RGE BLUSH COLORGLOW PAL 200 INT24,3348901729369,C046000200,,,,,,,,,,, DIOR00003116,RGE BLUSH COLORGLOW PAL 200 INT24
DIOR,GÖZ MAKYAJI,,,,,,,,,,,,,,
DIOR,DIORSHOW 2026,,,,,,,,,,,,,,
DIOR,DSHW LIQUID LINER 296 INT25,3348901756471,E000000251,,,,,,,,,,,,
DIOR,DSHW 5C E/SHAD L/ED 855 INT26,3348901800952,E000001323,,,,,,,,,,,,
DIOR,DSHW OVERVOL 971 INT26,3348901801034,E000001331,,,,,,,,,,,,
DIOR,DSHW OVERVOL 161 INT26,3348901801058,E000001333,,,,,,,,,,,,
DIOR,DSHW 5C E/SHAD L/ED 964 INT26,3348901800945,E000001322,,,,,,,,,,,,
DIOR,DSHW 5C E/SHAD L/ED 170 INT26,3348901800976,E000001325,,,,,,,,,,,,
DIOR,DSHW 5C E/SHAD L/ED 563 INT26,3348901800969,E000001324,,,,,,,,,,,,
DIOR,DSHW OVERVOL WATERPROOF 090 INT26,3348901801065,E000001334,,,,,,,,,,,,
DIOR,DSHW OVERVOL 840 INT26,3348901801027,E000001330,,,,,,,,,,,,
DIOR,DSHW OVERVOL 790 INT26,3348901801041,E000001332,,,,,,,,,,,,
DIOR,DIORSHOW 2025,,,,,,,,,,,,,,
DIOR,DSHW 5 COUL LED 647 INT25,3348901755535,E000000227,,,,,,,,,,, DIOR00003472, DSHW 5 COUL LED 647 INT25
DIOR,DSHW 5 COUL LED 557 INT25,3348901755542,E000000228,,,,,,,,,,, DIOR00003473, DSHW 5 COUL LED 557 INT25
DIOR,DSHW 5 COUL LED 671 INT25,3348901755559,E000000229,,,,,,,,,,, DIOR00003474, DSHW 5 COUL LED 671 INT25
DIOR,DSHW 5 COUL LED 857 INT25,3348901755566,E000000230,,,,,,,,,,, DIOR00003475, DSHW 5 COUL LED 857 INT25
DIOR,DSHW OVERVOL 090 INT25,3348901756198,E000000243,,,,,,,,,,, DIOR00003476, DSHW OVERVOL 090 INT25
DIOR,DSHW LIQUID LINER 001 INT25,3348901756426,E000000246,,,,,,,,,,, DIOR00003477, DSHW LIQUID LINER 001 INT25
DIOR,DSHW LIQUID LINER 096 INT25,3348901756440,E000000248,,,,,,,,,,, DIOR00003478, DSHW LIQUID LINER 096 INT25
DIOR,DSHW LIQUID LINER 181 INT25,3348901756464,E000000250,,,,,,,,,,, DIOR00003479, DSHW LIQUID LINER 181 INT25
DIOR,DSHW LIQUID LINER 301 INT25,3348901756488,E000000252,,,,,,,,,,, DIOR00003480, DSHW LIQUID LINER 301 INT25
DIOR,DSHW LIQUID LINER 386 INT25,3348901756495,E000000253,,,,,,,,,,, DIOR00003481, DSHW LIQUID LINER 386 INT25
DIOR,DSHW LIQUID LINER 781 INT25,3348901756518,E000000255,,,,,,,,,,, DIOR00003482, DSHW LIQUID LINER 781 INT25
DIOR,DSHW LIQUID LINER 801 INT25,3348901756525,E000000256,,,,,,,,,,, DIOR00003483, DSHW LIQUID LINER 801 INT25
DIOR,DSHW LIQUID LINER 861 INT25,3348901756532,E000000257,,,,,,,,,,, DIOR00003484, DSHW LIQUID LINER 861 INT25
DIOR,DSHW LIQUID LINER 881 INT25,3348901756556,E000000259,,,,,,,,,,, DIOR00003485, DSHW LIQUID LINER 881 INT25
DIOR,DIORSHOW 2024,,,,,,,,,,,,,,
DIOR,DSHOW MAXIMIZER 4D INT24,3348901696036,C099700798,,,,,,,,,,, DIOR00003117,DSHOW MAXIMIZER 4D INT24
DIOR,DSHOW STYLO 061,3348901703598,C042300061,,,,,,,,,,, DIOR00003118,DSHOW STYLO 061
DIOR,DSHOW STYLO 076,3348901703604,C042300076,,,,,,,,,,, DIOR00003119,DSHOW STYLO 076
DIOR,DSHOW STYLO 091,3348901703611,C042300091,,,,,,,,,,, DIOR00003120,DSHOW STYLO 091
DIOR,DSHOW STYLO 146,3348901703932,C042300146,,,,,,,,,,, DIOR00003121,DSHOW STYLO 146
DIOR,DSHOW STYLO 176,3348901703949,C042300176,,,,,,,,,,, DIOR00003122,DSHOW STYLO 176
DIOR,DSHOW STYLO 246,3348901703642,C042300246,,,,,,,,,,, DIOR00003123,DSHOW STYLO 246
DIOR,DSHOW STYLO 296,3348901703659,C042300296,,,,,,,,,,, DIOR00003124,DSHOW STYLO 296
DIOR,DSHOW STYLO 466,3348901703666,C042300466,,,,,,,,,,, DIOR00003125,DSHOW STYLO 466
DIOR,DSHOW STYLO 471,3348901703673,C042300471,,,,,,,,,,, DIOR00003126,DSHOW STYLO 471
DIOR,DSHOW STYLO 556,3348901703680,C042300556,,,,,,,,,,, DIOR00003127,DSHOW STYLO 556
DIOR,DSHOW STYLO 646,3348901703697,C042300646,,,,,,,,,,, DIOR00003128,DSHOW STYLO 646
DIOR,DSHOW STYLO 771,3348901703703,C042300771,,,,,,,,,,, DIOR00003129,DSHOW STYLO 771
DIOR,DSHOW STYLO 781,3348901703710,C042300781,,,,,,,,,,, DIOR00003130,DSHOW STYLO 781
DIOR,DSHOW STYLO 846,3348901703727,C042300846,,,,,,,,,,, DIOR00003131,DSHOW STYLO 846
DIOR,DSHOW MONO COUL 006 INT24,3348901701907,C042400006,,,,,,,,,,, DIOR00002860,DSHOW MONO COUL 006 INT24
DIOR,DSHOW MONO COUL 098 INT24,3348901701914,C042400098,,,,,,,,,,, DIOR00002861,DSHOW MONO COUL 098 INT24
DIOR,DSHOW MONO COUL 280 INT24,3348901701938,C042400280,,,,,,,,,,, DIOR00002863,DSHOW MONO COUL 280 INT24
DIOR,DSHOW MONO COUL 481 INT24,3348901701952,C042400481,,,,,,,,,,, DIOR00002864,DSHOW MONO COUL 481 INT24
DIOR,DSHOW MONO COUL 530 INT24,3348901701969,C042400530,,,,,,,,,,, DIOR00002865,DSHOW MONO COUL 530 INT24
DIOR,DSHOW MONO COUL 616 INT24,3348901702072,C042400616,,,,,,,,,,, DIOR00002866,DSHOW MONO COUL 616 INT24
DIOR,DSHOW MONO COUL 628 INT24,3348901701990,C042400628,,,,,,,,,,, DIOR00002867,DSHOW MONO COUL 628 INT24
DIOR,DSHOW MONO COUL 755 INT24,3348901702027,C042400755,,,,,,,,,,, DIOR00002868,DSHOW MONO COUL 755 INT24
DIOR,DSHOW MONO COUL 884 INT24,3348901704434,C042400884,,,,,,,,,,, DIOR00002870,DSHOW MONO COUL 884 INT24
DIOR,DIORSHOW 2023,,,,,,,,,,,,,,
DIOR,DSHOW COUL 5C COUTURE E/SHAD 073 ,3348901663441,C036400073,,,,,,,,,,, DIOR00002871,DSHOW COUL 5C COUTURE E/SHAD 073 
DIOR,DSHOW COUL 5C COUTURE E/SHAD 279 ,3348901663465,C036400279,,,,,,,,,,, DIOR00002872,DSHOW COUL 5C COUTURE E/SHAD 279 
DIOR,DSHOW COUL 5C COUTURE E/SHAD 343 ,3348901663700,C036400343,,,,,,,,,,, DIOR00002873,DSHOW COUL 5C COUTURE E/SHAD 343 
DIOR,DSHOW COUL 5C COUTURE E/SHAD 439 ,3348901663502,C036400439,,,,,,,,,,, DIOR00002874,DSHOW COUL 5C COUTURE E/SHAD 439 
DIOR,DSHOW COUL 5C COUTURE E/SHAD 649 ,3348901663533,C036400649,,,,,,,,,,, DIOR00002875,DSHOW COUL 5C COUTURE E/SHAD 649 
DIOR,DSHOW COUL 5C COUTURE E/SHAD 673 ,3348901663557,C036400673,,,,,,,,,,, DIOR00002876,DSHOW COUL 5C COUTURE E/SHAD 673 
DIOR,DSHOW COUL 5C COUTURE E/SHAD 689 ,3348901663564,C036400689,,,,,,,,,,, DIOR00002877,DSHOW COUL 5C COUTURE E/SHAD 689 
DIOR,DSHOW COUL 5C COUTURE E/SHAD 879 ,3348901663595,C036400879,,,,,,,,,,, DIOR00002878,DSHOW COUL 5C COUTURE E/SHAD 879 
DIOR,DSHOW ICO OV MASCARA 090 ,3348901663335,C036525090,,,,,,,,,,, DIOR00002879,DSHOW ICO OV MASCARA 090 
DIOR,DSHOW ICO OV MASCARA 264 ,3348901663342,C036525264,,,,,,,,,,, DIOR00002880,DSHOW ICO OV MASCARA 264 
DIOR,DSHOW ICO OV MASCARA 374 ,3348901663359,C036525374,,,,,,,,,,, DIOR00002881,DSHOW ICO OV MASCARA 374 
DIOR,DSHOW ICO OV MASCARA 664 ,3348901663366,C036525664,,,,,,,,,,, DIOR00002882,DSHOW ICO OV MASCARA 664 
DIOR,DSHOW ICO OV MASCARA 694 ,3348901668088,C036525694,,,,,,,,,,, DIOR00002883,DSHOW ICO OV MASCARA 694 
DIOR,DSHOW ICO OV MASCARA REFILL 090 ,3348901663397,C336525090,,,,,,,,,,, DIOR00002884,DSHOW ICO OV MASCARA REFILL 090 
DIOR,DSHOW ON STAGE CRAYON 009 ,3348901663144,C036200009,,,,,,,,,,, DIOR00002885,DSHOW ON STAGE CRAYON 009 
DIOR,DSHOW ON STAGE CRAYON 099 ,3348901663151,C036200099,,,,,,,,,,, DIOR00002886,DSHOW ON STAGE CRAYON 099 
DIOR,DSHOW ON STAGE CRAYON 254 ,3348901663168,C036200254,,,,,,,,,,, DIOR00002887,DSHOW ON STAGE CRAYON 254 
DIOR,DSHOW ON STAGE CRAYON 374 ,3348901663175,C036200374,,,,,,,,,,, DIOR00002888,DSHOW ON STAGE CRAYON 374 
DIOR,DSHOW ON STAGE CRAYON 529 ,3348901663182,C036200529,,,,,,,,,,, DIOR00002889,DSHOW ON STAGE CRAYON 529 
DIOR,DSHOW ON STAGE CRAYON 594 ,3348901663199,C036200594,,,,,,,,,,, DIOR00002890,DSHOW ON STAGE CRAYON 594 
DIOR,DSHOW BROW STYLER 002 ,3348901662970,C036100002,,,,,,,,,,, DIOR00002891,DSHOW BROW STYLER 002 
DIOR,DSHOW BROW STYLER 003 ,3348901662987,C036100003,,,,,,,,,,, DIOR00002892,DSHOW BROW STYLER 003 
DIOR,DSHOW BROW STYLER 005 ,3348901663007,C036100005,,,,,,,,,,, DIOR00002893,DSHOW BROW STYLER 005 
DIOR,DSHOW BROW STYLER 032 ,3348901663014,C036100032,,,,,,,,,,, DIOR00002894,DSHOW BROW STYLER 032 
DIOR,DIORSHOW 2022,,,,,,,,,,,,,,
DIOR,DIORSHOW MASCARA 090 EU/US22,3348901591898,C026425090,,,,,,,,,,, DIOR00002536,DIORSHOW MASCARA 090 EU/US22
DIOR,DIORSHOW MASCARA 288 EU/US22,3348901591904,C026425288,,,,,,,,,,, DIOR00002537,DIORSHOW MASCARA 288 EU/US22
DIOR,DIORSHOW MASCARA 798 EU/US22,3348901591911,C026425798,,,,,,,,,,, DIOR00002538,DIORSHOW MASCARA 798 EU/US22
DIOR,DIORSHOW ON SET BROW 001 ,3348901596138,C026800001,,,,,,,,,,, DIOR00002539,DIORSHOW ON SET BROW 001 
DIOR,DIORSHOW ON SET BROW 003 ,3348901596145,C026800003,,,,,,,,,,, DIOR00002540,DIORSHOW ON SET BROW 003 
DIOR,DIORSHOW ON SET BROW 005 ,3348901605724,C026800005,,,,,,,,,,, DIOR00002541,DIORSHOW ON SET BROW 005 
DIOR,DIORSHOW ON SET BROW 032 ,3348901596152,C026800032,,,,,,,,,,, DIOR00002542,DIORSHOW ON SET BROW 032 
DIOR,DIORSHOW ON SET BROW 00 ,3348901596169,C026800101,,,,,,,,,,, DIOR00002543,DIORSHOW ON SET BROW 00 
DIOR,DIORSHOW ON STAGE LINER 096 ,3348901595988,C026900096,,,,,,,,,,, DIOR00002546,DIORSHOW ON STAGE LINER 096 
DIOR,DIORSHOW 2021,,,,,,,,,,,,,,
DIOR,DIORSHOW ICONIC OVERCURL W/PROOF MASC 091,3348901561556,C022500091,,,,,,,,,,, DIOR00000451,DIORSHOW ICONIC OVERCURL W/PROOF MASC 091
DIOR,MASCARA DIORSHOW W/P,,,,,,,,,,,,,,
DIOR,MASCARA DIORSHOW  W/P  090 BLACK,3348900669697,F069715090,,,,,,,,,,, DIOR00000522,DIORSHOW MASCARA W/P 090 BLACK
DIOR,DUDAK MAKYAJI,,,,,,,,,,,,,,
DIOR,ADDICT LIP GLOW OIL,,,,,,,,,,,,,,
DIOR,DA LIP GLW OIL 001 INT26,3348901792226,E000001063,,,,,,,,,,,,
DIOR,DA LIP GLW OIL 015 INT26,3348901792110,E000001052,,,,,,,,,,,,
DIOR,DA LIP GLW OIL 007 INT26,3348901809351,E000001516,,,,,,,,,,,,
DIOR,DA LIP GLW OIL 041 INT26,3348901802550,E000001345,,,,,,,,,,,,
DIOR,DA LIP GLW OIL 012 INT26,3348901792127,E000001053,,,,,,,,,,,,
DIOR,DA LIP GLW OIL 006 INT26,3348901792134,E000001054,,,,,,,,,,,,
DIOR,DA LIP GLW OIL 046 INT26,3348901802543,E000001344,,,,,,,,,,,,
DIOR,DA LIP GLW OIL 077 INT26,3348901792196,E000001060,,,,,,,,,,,,
DIOR,DA LIP GLW OIL 086 INT26,3348901792172,E000001058,,,,,,,,,,,,
DIOR,DA LIP GLW OIL 085 INT26,3348901792202,E000001061,,,,,,,,,,,,
DIOR,DA LIP GLW OIL 087 INT26,3348901792141,E000001055,,,,,,,,,,,,
DIOR,DA LIP GLW OIL 088 INT26,3348901809344,E000001515,,,,,,,,,,,,
DIOR,DA LIP GLW OIL 031 INT26,3348901792189,E000001059,,,,,,,,,,,,
DIOR,DA LIP GLW OIL 074 INT26,3348901792219,E000001062,,,,,,,,,,,,
DIOR,DA LIP GLW OIL 081 INT26,3348901792165,E000001057,,,,,,,,,,,,
DIOR,DA LIP GLW OIL 104 INT26,3348901792158,E000001056,,,,,,,,,,,,
DIOR,ADDICT LIPSTICK,,,,,,,,,,,,,,
DIOR,DIOR ADDICT LIPSTICK 120,3348901757881,E000000267,,,,,,,,,,, DIOR00003486,DIOR ADDICT LIPSTICK 120
DIOR,DIOR ADDICT LIPSTICK 250,3348901749442,E000000152,,,,,,,,,,, DIOR00003487,DIOR ADDICT LIPSTICK 250
DIOR,DIOR ADDICT LIPSTICK 212,3348901749435,E000000151,,,,,,,,,,, DIOR00003488,DIOR ADDICT LIPSTICK 212
DIOR,DIOR ADDICT LIPSTICK 426,3348901749411,E000000149,,,,,,,,,,, DIOR00003489,DIOR ADDICT LIPSTICK 426
DIOR,DIOR ADDICT LIPSTICK 428,3348901749404,E000000148,,,,,,,,,,, DIOR00003490,DIOR ADDICT LIPSTICK 428
DIOR,DIOR ADDICT LIPSTICK 380,3348901749459,E000000153,,,,,,,,,,, DIOR00003491,DIOR ADDICT LIPSTICK 380
DIOR,DIOR ADDICT LIPSTICK 734,3348901749398,E000000147,,,,,,,,,,, DIOR00003492,DIOR ADDICT LIPSTICK 734
DIOR,DIOR ADDICT LIPSTICK 786,3348901749428,E000000150,,,,,,,,,,, DIOR00003493,DIOR ADDICT LIPSTICK 786
DIOR,DIOR ADDICT LIPSTICK 862,3348901749381,E000000146,,,,,,,,,,, DIOR00003494,DIOR ADDICT LIPSTICK 862
DIOR,DIOR ADDICT LIPSTICK 871,3348901749350,E000000143,,,,,,,,,,, DIOR00003495,DIOR ADDICT LIPSTICK 871
DIOR,ADD LIPSTICK 463 INT23,3348901655958,C029100463,,,,,,,,,,, DIOR00002560,ADD LIPSTICK 463 INT23
DIOR,ADD LIPSTICK 521 INT23,3348901655965,C029100521,,,,,,,,,,, DIOR00002561,ADD LIPSTICK 521 INT23
DIOR,ADD LIPSTICK 566 INT23,3348901655972,C029100566,,,,,,,,,,, DIOR00002562,ADD LIPSTICK 566 INT23
DIOR,ADD LIPSTICK 652 INT23,3348901609937,C029100652,,,,,,,,,,, DIOR00002563,ADD LIPSTICK 652 INT23
DIOR,ADD LIPSTICK 845 INT23,3348901656054,C029100845,,,,,,,,,,, DIOR00002568,ADD LIPSTICK 845 INT23
DIOR,ADD LIPSTICK 362,3348901708616,C029100362,,,,,,,,,,, DIOR00003132,ADD LIPSTICK 362
DIOR,ADD LIPSTICK 391 INT24,3348901708623,C029100391,,,,,,,,,,, DIOR00002909,ADD LIPSTICK 391 INT24
DIOR,ADD LIPSTICK 481 INT24,3348901708630,C029100481,,,,,,,,,,, DIOR00002910,ADD LIPSTICK 481 INT24
DIOR,ADD LIPSTICK 546 INT24,3348901708647,C029100546,,,,,,,,,,, DIOR00002911,ADD LIPSTICK 546 INT24
DIOR,ADD LIPSTICK 616 INT24,3348901708654,C029100616,,,,,,,,,,, DIOR00002912,ADD LIPSTICK 616 INT24
DIOR,ADD LIPSTICK 422 INT22,3348901609821,C029100422,,,,,,,,,,, DIOR00002599,ADD LIPSTICK 422 INT22
DIOR,ADD LIPSTICK 667 INT22,3348901605991,C029100667,,,,,,,,,,, DIOR00002603,ADD LIPSTICK 667 INT22
DIOR,ADD LIPSTICK 720 INT22,3348901610001,C029100720,,,,,,,,,,, DIOR00002605,ADD LIPSTICK 720 INT22
DIOR,ADD LIPSTICK 536 INT22,3348901605762,C029100536,,,,,,,,,,, DIOR00002606,ADD LIPSTICK 536 INT22
DIOR,ADD LIPSTICK 329 INT22,3348901609784,C029100329,,,,,,,,,,, DIOR00002608,ADD LIPSTICK 329 INT22
DIOR,ADD LIPSTICK 008 INT22,3348901609760,C029100008,,,,,,,,,,, DIOR00002609,ADD LIPSTICK 008 INT22
DIOR,ADD LIPSTICK 100 INT22,3348901609777,C029100100,,,,,,,,,,, DIOR00002610,ADD LIPSTICK 100 INT22
DIOR,ADD LIPSTICK 745 INT22,3348901610032,C029100745,,,,,,,,,,, DIOR00002612,ADD LIPSTICK 745 INT22
DIOR,ADD LIPSTICK 744 INT22,3348901625593,C029100744,,,,,,,,,,, DIOR00002614,ADD LIPSTICK 744 INT22
DIOR,ADD LIPSTICK 418 INT22,3348901609814,C029100418,,,,,,,,,,, DIOR00002615,ADD LIPSTICK 418 INT22
DIOR,ADD LIPSTICK 727 INT22,3348901610018,C029100727,,,,,,,,,,, DIOR00002616,ADD LIPSTICK 727 INT22
DIOR,ADD LIPSTICK 373 INT22,3348901610445,C029100373,,,,,,,,,,, DIOR00002618,ADD LIPSTICK 373 INT22
DIOR,ADD LIPSTICK 526 INT22,3348901609845,C029100526,,,,,,,,,,, DIOR00002626,ADD LIPSTICK 526 INT22
DIOR,ADD LIPSTICK 976 INT22,3348901605854,C029100976,,,,,,,,,,, DIOR00002629,ADD LIPSTICK 976 INT22
DIOR,ROUGE DIOR FOREVER STICK,,,,,,,,,,,,,,
DIOR,RGE DIOR COFFRET,3348901696548,C099700800,,,,,,,,,,, DIOR00002902,RGE DIOR COFFRET
DIOR,ADDICT LIP TINT,,,,,,,,,,,,,,
DIOR,ADD LIP TINT 251 ,3348901601412,C027100251,,,,,,,,,,, DIOR00002586,ADD LIP TINT 251 
DIOR,ADD LIP TINT 351 ,3348901601429,C027100351,,,,,,,,,,, DIOR00002587,ADD LIP TINT 351 
DIOR,ADD LIP TINT 421 ,3348901601436,C027100421,,,,,,,,,,, DIOR00002588,ADD LIP TINT 421 
DIOR,ADD LIP TINT 451 ,3348901601443,C027100451,,,,,,,,,,, DIOR00002589,ADD LIP TINT 451 
DIOR,ADD LIP TINT 491 ,3348901601450,C027100491,,,,,,,,,,, DIOR00002590,ADD LIP TINT 491 
DIOR,ADD LIP TINT 541 ,3348901601467,C027100541,,,,,,,,,,, DIOR00002591,ADD LIP TINT 541 
DIOR,ADD LIP TINT 561 ,3348901602778,C027100561,,,,,,,,,,, DIOR00002592,ADD LIP TINT 561 
DIOR,ADD LIP TINT 651 ,3348901602808,C027100651,,,,,,,,,,, DIOR00002593,ADD LIP TINT 651 
DIOR,ADD LIP TINT 761 ,3348901601498,C027100761,,,,,,,,,,, DIOR00002594,ADD LIP TINT 761 
DIOR,ADD LIP TINT 771 ,3348901601504,C027100771,,,,,,,,,,, DIOR00002595,ADD LIP TINT 771 
DIOR,ROUGE DIOR FOREVER LIQUID,,,,,,,,,,,,,,
DIOR,RGE DIOR FOREVER ROUGE 300 INT22,3348901624404,C025400300,,,,,,,,,,, DIOR00002632,RGE DIOR FOREVER ROUGE 300 INT22
DIOR,RGE DIOR FOREVER ROUGE 637 INT22,3348901624428,C025400637,,,,,,,,,,, DIOR00002633,RGE DIOR FOREVER ROUGE 637 INT22
DIOR,RGE DIOR FOREVER ROUGE 720 INT22,3348901624435,C025400720,,,,,,,,,,, DIOR00002634,RGE DIOR FOREVER ROUGE 720 INT22
DIOR,RGE DIOR FOREVER ROUGE 840 INT22,3348901624442,C025400840,,,,,,,,,,, DIOR00002635,RGE DIOR FOREVER ROUGE 840 INT22
DIOR,RGE DIOR FOREVER ROUGE 861 INT22,3348901624473,C025400861,,,,,,,,,,, DIOR00002636,RGE DIOR FOREVER ROUGE 861 INT22
DIOR,RGE DIOR FOREVER ROUGE 100 INT21,3348901588355,C025400100,,,,,,,,,,, DIOR00000560,ROUGE DIOR FOREVER ROUGE 100
DIOR,RGE DIOR FOREVER ROUGE 200 INT21,3348901588362,C025400200,,,,,,,,,,, DIOR00000561,ROUGE DIOR FOREVER ROUGE 200
DIOR,RGE DIOR FOREVER ROUGE 458 INT21,3348901588379,C025400458,,,,,,,,,,, DIOR00000562,ROUGE DIOR FOREVER ROUGE 458
DIOR,RGE DIOR FOREVER ROUGE 558 INT21,3348901588386,C025400558,,,,,,,,,,, DIOR00000563,ROUGE DIOR FOREVER ROUGE 558
DIOR,RGE DIOR FOREVER ROUGE 626 INT21,3348901588393,C025400626,,,,,,,,,,, DIOR00000564,ROUGE DIOR FOREVER ROUGE 626
DIOR,RGE DIOR FOREVER ROUGE 741 INT21,3348901588720,C025400741,,,,,,,,,,, DIOR00000565,ROUGE DIOR FOREVER ROUGE 741
DIOR,RGE DIOR FOREVER ROUGE 760 INT21,3348901588409,C025400760,,,,,,,,,,, DIOR00000566,ROUGE DIOR FOREVER ROUGE 760
DIOR,RGE DIOR FOREVER ROUGE 820 INT21,3348901588416,C025400820,,,,,,,,,,, DIOR00000567,ROUGE DIOR FOREVER ROUGE 820
DIOR,RGE DIOR FOREVER ROUGE 959 INT21,3348901588447,C025400959,,,,,,,,,,, DIOR00000568,ROUGE DIOR FOREVER ROUGE 959
DIOR,RGE DIOR FOREVER ROUGE 999 INT21,3348901588454,C025400999,,,,,,,,,,, DIOR00000569,ROUGE DIOR FOREVER ROUGE 999
DIOR,ADDICT LIP PROS,,,,,,,,,,,,,,
DIOR,ADD LIP GLOW 061 INT24,3348901711562,C021400061,,,,,,,,,,, DIOR00003134,ADD LIP GLOW 061 INT24
DIOR,ADD LIP GLOW 062 INT24,3348901711579,C021400062,,,,,,,,,,, DIOR00003135,ADD LIP GLOW 062 INT24
DIOR,ADD LIP MAX 061 INT24,3348901711623,C031900061,,,,,,,,,,, DIOR00003137,ADD LIP MAX 061 INT24
DIOR,ADD LIP MAX 062 INT24,3348901711715,C031900062,,,,,,,,,,, DIOR00003138,ADD LIP MAX 062 INT24
DIOR,ADD LIP MAX 063 INT24,3348901711647,C031900063,,,,,,,,,,, DIOR00003139,ADD LIP MAX 063 INT24
DIOR,DA LIP BUTTER,,,,,,,,,,,,,,
DIOR,DA LIP GLW BUTTER 101 INT25,3348901770668,E000000588,,,,,,,,,,, DIOR00003496,DA LIP GLW BUTTER 101 INT25
DIOR,DA LIP GLW BUTTER 102 INT25,3348901770675,E000000589,,,,,,,,,,, DIOR00003497,DA LIP GLW BUTTER 102 INT25
DIOR,DA LIP GLW BUTTER 103 INT25,3348901770682,E000000590,,,,,,,,,,, DIOR00003498,DA LIP GLW BUTTER 103 INT25
DIOR,DA LIP GLW BUTTER 104 INT25,3348901770699,E000000591,,,,,,,,,,, DIOR00003499,DA LIP GLW BUTTER 104 INT25
DIOR,DA LIP GLW BUTTER 105 INT25,3348901770705,E000000592,,,,,,,,,,, DIOR00003500,DA LIP GLW BUTTER 105 INT25
